departement 2b
562.137,441.703
559.293,443.609
559.686,445.486
561.199,447.392
559.504,448.693
560.261,450.206
559.111,451.538
559.111,453.232
561.017,454.957
561.017,457.59
559.868,460.041
558.566,460.616
557.053,458.528
554.39,458.74
553.815,458.347
551.546,458.347
549.488,460.253
548.701,463.461
543.799,464.399
540.016,467.606
539.26,469.694
537.384,469.513
536.415,468.363
535.871,471.601
534.539,472.146
534.146,475.172
534.721,476.503
532.633,478.016
532.058,479.529
534.176,479.923
534.539,480.952
538.291,480.952
539.32,481.617
542.074,481.103
543.254,481.799
542.74,482.646
544.616,485.218
548.217,485.218
549.095,487.791
551.637,487.791
551.485,489.334
553.543,491.906
554.572,492.42
555.934,493.268
555.934,496.536
556.962,497.383
559.02,497.383
559.535,498.231
559.868,502.861
561.078,503.708
560.564,504.404
560.896,507.127
564.83,506.976
568.129,504.797
568.008,499.199
572.547,492.784
572.547,482.192
570.671,478.591
570.096,467.243
568.764,465.155
566.313,463.279
565.92,456.259
567.07,453.051
565.557,447.937
564.619,443.791
563.832,442.641
562.137,441.703
departement 82
266.559,372.634
265.228,376.961
267.316,379.231
266.377,382.832
265.228,384.163
266.014,386.433
262.413,387.189
259.569,387.946
260.325,390.579
258.903,391.002
259.75,391.789
262.504,391.789
263.866,391.123
265.076,391.789
262.837,392.818
262.837,394.543
260.779,396.086
260.779,398.295
264.562,398.477
265.742,399.687
265.742,402.078
267.134,403.44
265.924,405.316
266.438,406.345
268.829,405.316
273.791,405.316
275.183,404.469
276.878,404.469
278.754,406.708
283.051,405.497
284.231,403.621
282.537,402.744
283.717,402.259
284.08,400.535
285.956,400.716
286.985,401.896
287.833,400.535
290.586,399.506
291.827,400.081
292.795,398.477
291.101,396.601
294.339,396.601
295.368,394.724
297.607,392.667
295.368,392.667
296.064,389.762
301.874,389.066
304.113,387.704
306.836,386.675
307.714,385.797
306.655,383.074
308.198,379.987
305.475,379.806
305.142,375.539
301.026,377.415
298.273,376.749
296.578,378.807
293.673,378.444
293.159,381.864
291.767,381.864
290.919,379.987
290.405,379.14
288.861,379.291
285.956,382.378
282.355,382.227
281.841,379.987
281.841,378.293
281.508,377.93
280.298,379.291
278.754,379.291
277.06,377.415
275.516,377.415
274.487,375.357
275.849,373.814
275.698,372.815
273.277,372.906
273.58,373.572
269.404,374.329
266.559,372.634
departement 85
187.487,222.418
186.398,224.446
183.281,224.446
184.521,225.717
183.583,228.834
180.769,229.772
179.68,228.985
180.164,225.868
179.377,224.143
177.652,224.143
176.411,225.535
177.017,229.923
178.439,231.95
177.017,233.524
174.384,233.04
170.48,232.102
169.391,229.136
166.879,228.834
163.611,227.411
162.824,225.535
159.253,223.205
153.625,230.468
153.443,235.007
159.284,240.666
159.102,242.36
160.797,242.36
164.398,253.163
168.18,255.04
171.963,258.822
176.321,258.822
178.015,262.605
182.191,262.605
184.067,265.449
188.244,267.537
188.425,264.874
189.484,265.873
195.264,262.363
197.927,262.181
199.047,265.207
202.648,263.694
205.674,265.964
208.125,264.814
210.213,264.239
211.151,263.119
213.784,261.425
211.908,259.518
210.395,260.668
210.213,259.155
211.545,256.674
210.213,254.404
211.333,252.891
210.758,247.595
208.882,244.781
210.213,243.056
207.187,239.667
208.307,237.216
203.767,233.433
203.767,231.164
201.891,228.501
202.254,228.349
199.682,226.171
194.84,226.171
193.267,225.232
191.088,224.93
188.576,222.569
187.487,222.418
departement 56
107.568,155.632
104.42,157.145
102.211,157.145
99.8813,159.021
100.033,160.413
101.425,164.014
102.211,166.829
107.053,167.615
109.414,169.492
110.352,168.372
111.895,170.43
111.108,171.368
110.957,174.152
109.565,174.152
108.475,175.877
106.266,175.877
105.359,179.599
107.477,182.988
110.503,183.745
111.623,182.05
111.078,184.108
113.711,185.258
117.13,188.647
118.25,190.735
117.887,193.186
117.493,195.667
119.763,197.362
120.913,196.031
119.763,194.518
119.763,191.128
122.032,191.673
122.789,189.403
123.364,190.735
125.815,192.823
126.965,190.916
125.815,188.284
127.903,191.128
130.536,190.735
129.991,189.403
132.442,189.978
134.318,192.248
133.38,193.761
130.929,193.004
128.085,191.673
126.572,193.579
128.841,194.336
130.536,196.969
140.764,196.031
143.397,196.606
142.095,197.725
142.277,199.45
142.64,199.722
143.457,199.571
145.152,197.876
146.271,199.178
149.298,199.178
152.899,197.302
158.194,195.214
158.376,189.918
159.496,189.313
157.498,185.56
159.223,184.168
158.921,183.23
157.831,182.595
159.526,181.808
161.099,179.932
160.948,178.055
158.921,178.055
158.436,176.21
159.859,174.333
158.285,171.519
155.955,170.097
153.292,170.097
152.354,169.794
152.354,168.554
153.746,167.283
154.533,164.166
154.079,162.138
153.443,162.925
149.691,162.622
147.966,159.475
146.574,159.475
144.395,160.262
144.395,162.29
141.43,164.166
139.069,163.228
138.131,161.2
137.375,162.29
135.166,162.29
134.076,160.898
132.987,160.898
130.657,158.537
127.994,159.173
125.18,156.661
122.668,156.843
121.911,158.386
118.946,159.959
115.345,158.386
114.407,157.448
